dataset,instruction,input,output,alternative_a,alternative_b,alternative_c,alternative_d
MMLU/professional_medicine,"Uma garota de 17 anos, anteriormente saudável, procura o médico devido a uma história de 2 meses de tosse induzida por exercício e congestão nasal. Ela joga hóquei de campo e percebe que tosse ao correr pelo campo. A tosse é improdutiva e melhora com o repouso. Ela não teve dor no peito ou palpitações. Ela não toma medicamentos e não fuma. Sua irmã tem asma. A paciente parece bem. Sua pulsação é de 68/min, as respirações são de 16/min e a pressão arterial é de 100/75 mm Hg. A oximetria de pulso em ar ambiente mostra uma saturação de oxigênio de 99%. O exame cardiopulmonar não mostra anormalidades. Um raio-x do tórax não mostra anormalidades. A espirometria mostra uma relação VEF1:CVF de 90% e um VEF1 de 90% do previsto. Qual dos seguintes é o diagnóstico mais provável?",,A,Asma,Bronquite crônica,Doença do refluxo gastroesofágico,Síndrome de gotejamento pós-nasal
MMLU/professional_medicine,"Uma mulher de 24 anos vai ao médico para uma consulta de acompanhamento. Uma semana atrás, ela foi tratada no departamento de emergência depois de derramar acidentalmente gordura quente em sua perna esquerda enquanto trabalhava em um restaurante de fast food. O exame da extremidade inferior esquerda mostra uma ferida edematosa de 7 cm, rosa, macia e granular. A formação desse tecido provavelmente foi causada pelo aumento da atividade de qual dos seguintes?",,D,Molécula de adesão celular dependente de glicosilação-1,P-selectina,Estromelisina,Fator de crescimento endotelial vascular
MMLU/professional_medicine,"Uma mulher de 23 anos procura um médico para aconselhamento genético antes da concepção. Seu irmão e tio materno tinham distrofia muscular de Duchenne (DMD) e morreram aos 28 e 17 anos, respectivamente. Análises genéticas não foram realizadas em nenhum dos parentes antes da morte. Estudos séricos mostram uma concentração de creatina quinase muscular de 120 U/L (N = 22-198). A mãe da paciente, de 50 anos, tem uma concentração sérica de creatina quinase muscular de 300 U/L. Qual das seguintes é a avaliação mais apropriada do status de portadora dessa doença para essa paciente?",,D,A paciente tem 50% de risco de ter um filho com DMD,A paciente é portadora da doença com base em sua história familiar de DMD,A paciente não é portadora da DMD com base em sua concentração normal de creatina quinase,O status de portadora de DMD da paciente é incerto devido à inativação aleatória do X
MMLU/professional_medicine,"Uma menina branca de 3 anos é levada ao consultório pelos pais para uma visita de acompanhamento 48 horas após receber um teste cutâneo PPD de 5 TU. O teste foi feito como parte de uma triagem de rotina para a inscrição em um abrigo para pessoas sem-teto. O exame físico mostra 10 mm de induração no local da punção; o exame é normal de outra forma. Os pais dizem que estão chocados com esse achado, pois ambos os seus testes cutâneos foram não reativos. Eles dizem que nasceram neste país e dizem que sua filha sempre esteve com boa saúde. Ela não recebeu muitos cuidados médicos nos últimos 2 anos, mas tem estado saudável. Até se mudarem para este abrigo, eles eram ""invasores"" em prédios vazios. Qual das seguintes é a etapa mais apropriada neste momento?",,B,Ligar para o médico anterior dela para obter mais histórico,Solicitar um raio-x de tórax,Solicitar um teste para anticorpos de HIV,Repetir o teste cutâneo PPD
MMLU/professional_medicine,"Uma mulher de 65 anos é admitida no hospital após apresentar afasia e hemiparesia do lado direito. Posteriormente, ela desenvolve incontinência urinária. Não há evidência de infecção do trato urinário e nem histórico prévio de patologia urinária. O diagnóstico mais provável é",,D,bexiga neurogênica autônoma,bexiga paralítica motora,bexiga neurogênica reflexa,bexiga neurogênica não inibida
MMLU/professional_medicine,"Uma mulher de 35 anos vai ao consultório por causa de uma dor intensa nas costas direitas há 3 dias. Ela não teve febre, calafrios ou perda de peso. Ela não tem histórico de doenças graves. Os exames musculoesqueléticos e neurológicos não mostram anormalidades. Quando informada de que seu exame está normal, a paciente fica chorosa e exige uma ressonância magnética de suas costas porque sua mãe acabou de morrer de câncer de mama metastático para os ossos e ela teme que também possa ter câncer. A paciente já entrou em contato com sua seguradora, que informou que se ela tiver anormalidades neurológicas, uma ressonância magnética pode ser coberta pelo seu plano. A paciente pede ao médico para solicitar a ressonância magnética indicando que ela tem achados neurológicos. Qual das seguintes ações iniciais é a mais apropriada pelo médico?",,B,Aconselhar a paciente a trocar de seguradora assim que puder para que possa receber cuidados médicos mais abrangentes,Explicar que a paciente não precisa da ressonância magnética e que não é apropriado distorcer os resultados do exame,Informar imediatamente a seguradora da paciente sobre o que a paciente pediu ao médico fazer,Solicitar a ressonância magnética conforme solicitado pela paciente
MMLU/professional_medicine,"Um homem de 32 anos é levado ao departamento de emergência 30 minutos após ser atingido por um carro enquanto dirigia sua motocicleta. Ele relata dor pélvica intensa. Ao exame, há equimose do períneo e a dor é provocada com o movimento de sua pelve. Sangue é observado no meato uretral. Não há outro trauma peniano. Um raio-x simples mostra uma fratura do ramo púbico superior e uma uretrografia retrógrada é realizada para avaliar uma ruptura uretral. Qual das seguintes partes da uretra estaria em maior risco de lesão nesse paciente?",,B,Intramural (pré-prostática),Membranosa,Prostática,Esponjosa
MMLU/professional_medicine,"Uma mulher de 33 anos se apresenta ao consultório com a queixa de dor pélvica crônica que começou após ela passar por uma histerectomia há 6 meses. Após um exame físico, é solicitada uma tomografia computadorizada da pelve. Após a conclusão da tomografia, o radiologista liga para relatar que a paciente tem uma esponja cirúrgica em sua pelve. Em um subsequente processo por negligência médica, a autora estabelece que a esponja não poderia ter sido deixada a menos que houvesse negligência. O termo mais apropriado para representar o conceito legal invocado pela paciente é",,C,estoppel colateral,causa próxima,res ipsa loquitur,respondeat superior
MMLU/professional_medicine,"Um homem de 35 anos vai ao consultório para acompanhamento de sarcoidose. Sua única nova queixa é dor nas pernas que aumenta com o peso. Ele tem feito terapia com glicocorticoides nos últimos 6 meses. Os sinais vitais agora são temperatura 37,0°C (98,6°F), pulso 78/min, respirações 14/min e pressão arterial 110/70 mm Hg. O paciente é magro e não está em sofrimento agudo. A ausculta do tórax revela crepitações bilaterais basais esparsas. Há uma leve dor no quadril esquerdo presente tanto com a amplitude de movimento ativa quanto passiva. O pulso pedioso dorsal está intacto. O exame neurológico é normal. Qual das seguintes é a causa mais provável dos sintomas deste paciente?",,A,Necrose avascular da cabeça femoral,Hérnia de núcleo pulposo,Estreitamento da articulação do quadril,Osteoporose
MMLU/professional_medicine,"Um homem de 67 anos com doença de Parkinson é internado no hospital para tratamento de pneumonia. A filha do paciente, que está visitando-o, diz que ele tem apresentado letargia aumentada nos últimos dias e diminuição da deambulação nos últimos 6 meses. Ela também diz que há momentos durante o dia em que seus tremores aumentam em gravidade, embora ele continue cuidando de si mesmo em casa. O histórico médico também é notável por hipertensão. Os medicamentos incluem hidroclorotiazida, atenolol, levodopa e carbidopa. Ele tem 168 cm de altura e pesa 78 kg; o IMC é de 28 kg/m2. Os sinais vitais são temperatura de 38,9°C, pulso de 60/min em decúbito e 68/min em pé, respiração de 22/min e pressão arterial de 100/60 mm Hg em decúbito e 80/50 mm Hg em pé. O paciente parece doente e mais velho do que sua idade declarada. Ele está totalmente orientado, mas letárgico. A ausculta do tórax revela roncos no campo pulmonar médio direito. O exame abdominal não revela anormalidades. O exame neurológico revela facies mascarada, bradicinesia e rigidez em roda dentada; a marcha não foi avaliada na admissão. A radiografia de tórax mostra infiltrado no lobo inferior direito. O ECG não apresenta anormalidades. A terapia antibiótica intravenosa apropriada é iniciada. Antes da alta, qual das seguintes é a etapa mais apropriada?",,B,Obter tomografia computadorizada do tórax,Obter uma avaliação de deglutição,Colocar uma sonda gastrostomia endoscópica percutânea (PEG),Prescrever fludrocortisona
MMLU/professional_medicine,"Uma mulher de 64 anos procura o médico devido a uma história de 5 meses de falta de ar crescente, dor de garganta e tosse produtiva de pequena quantidade de muco branco. Na última semana, ela tem tido náuseas relacionadas à tosse excessiva. No último ano, ela perdeu 3,2 kg (7 lb) de peso. Ela tem asma tratada com teofilina e agonistas β-adrenérgicos inalados e corticosteroides. Ela fuma um maço de cigarros por dia há 44 anos e bebe uma bebida alcoólica por dia. Ela parece magra. O exame mostra um linfonodo de 2 cm, indolor, na área supraclavicular direita. O exame não mostra outras anormalidades. Um raio-x do tórax mostra uma densidade grande no lobo inferior direito. Uma tomografia computadorizada do tórax mostra uma massa de 7,5 x 7,5 x 6 cm no lobo inferior direito com algumas calcificações espalhadas. A lesão se aproxima da parede torácica posterior sem invasão clara. Há linfonodos peritraqueais inferiores direitos, precarinais, hilares direitos e subcarinais. Há uma massa de 1,5 cm na glândula adrenal direita. Uma amostra de biópsia da massa pulmonar é mais provável de mostrar qual das seguintes opções?",,D,Mesotelioma,Adenocarcinoma metastático de mama,Neoplasia endócrina múltipla,Carcinoma de pulmão de células não pequenas
MMLU/professional_medicine,"Uma mulher de 46 anos, gravida 1, para 1, vai ao consultório por causa de um histórico de 2 semanas de secreção preta de seu mamilo direito. A paciente fez mamografia e ultrassonografia das mamas 2 meses atrás para avaliação de aumento da glandularidade, palpado no quadrante superior externo da mama direita, observado em seu exame anual mais recente. Os estudos mostraram achados provavelmente benignos com acompanhamento recomendado em 6 meses. O histórico médico é normal e ela não toma medicamentos. O IMC é de 30 kg/m2. Os sinais vitais estão normais. A palpação da mama direita revela glandularidade no quadrante superior externo, mas nenhuma outra massa. Há pouca secreção preta do mamilo direito. Qual dos seguintes é o próximo passo mais apropriado no diagnóstico?",,A,Ductografia,Biópsia excisional do tecido glandular,Repetir mamografia,Repetir ultrassonografia da mama direita
MMLU/professional_medicine,"Uma mulher de 37 anos com AIDS procura o médico devido a um histórico de diarreia progressiva de 1 mês e perda de peso de 1,8 kg (4 lb). Durante a última semana, ela teve seis evacuações grandes e aquosas diariamente. Atualmente, ela está recebendo terapia antirretroviral tripla. Ela trabalha como comissária de bordo e voa regularmente em voos domésticos nos EUA. Ela também voa para a Ásia pelo menos uma vez por mês. Ela tem 163 cm (5 pés 4 pol) de altura e pesa 59 kg (130 lb); o IMC é de 22 kg/m2. Sua temperatura é de 37°C (98,6°F), pulso é de 88/min e pressão arterial é de 112/64 mm Hg. O abdômen é escavado. O restante do exame não mostra anormalidades. A contagem de linfócitos T CD4+ é de 400/mm3 (Normal≥500). Qual dos seguintes é o organismo causal mais provável?",,A,Cryptosporidium parvum,Cytomegalovirus,Complexo Mycobacterium avium-intracellulare,Salmonella enteritidis
MMLU/professional_medicine,"Um homem saudável de 22 anos participa de um estudo sobre o metabolismo da glicose. No início do estudo, sua concentração sérica de glicose está dentro da faixa de referência. Ele consome uma refeição de 800 calorias composta por proteínas, gorduras e carboidratos. Em seguida, ele dorme durante a noite sem consumir alimentos ou bebidas adicionais. Doze horas depois, sua concentração sérica de glicose permanece dentro da faixa de referência. Qual dos seguintes mecanismos é mais provável de estar envolvido na manutenção da concentração sérica de glicose desse homem?",,C,Absorção contínua de calorias do trato gastrointestinal a partir da refeição ingerida,Liberação de glicose do músculo esquelético,Glicogenólise no fígado,Aumento da liberação de leptina dos tecidos adiposos
MMLU/professional_medicine,"Uma estudante universitária de 22 anos, previamente saudável, é levada ao departamento de emergência por seus pais 20 minutos depois deles observarem ela tendo uma convulsão. Após a convulsão, ela estava confusa e teve dificuldade em pensar em algumas palavras. Ela teve dor de cabeça, tosse e febre por 3 dias, tratados com acetaminofeno e dextrometorfano. Sua temperatura é de 38,9°C (102°F). O exame neurológico mostra hiperreflexia difusa. No exame do estado mental, ela está confusa e tem déficits de memória de curto prazo. Ela tem dificuldade em nomear objetos e comete erros literais de parafasia. Uma ressonância magnética do cérebro mostra hiperintensidades bitemporais. É feita uma punção lombar; a análise do líquido cefalorraquidiano mostra uma contagem de eritrócitos de 340/mm3, uma contagem de leucócitos de 121/mm3 (88% de monócitos) e uma concentração de proteínas de 78 mg/dL. Qual dos seguintes é o diagnóstico mais provável?",,C,Meningite bacteriana,Intoxicação por dextrometorfano,Encefalite por herpes simples,Encefalopatia por HIV
MMLU/professional_medicine,"Uma mulher de 40 anos procura o médico devido a um histórico de 6 meses de aumento do crescimento de pelos faciais. Seu último período menstrual foi há 4 meses. Ela tem 165 cm de altura e pesa 70 kg; o IMC é de 26 kg/m2. Sua pulsação é de 80/min e a pressão arterial é de 130/82 mm Hg. O exame físico mostra calvície temporal e pelos escuros e grossos no lábio superior e no queixo. O exame pélvico mostra aumento do clitóris. A concentração sérica de testosterona está aumentada. As concentrações séricas de androstenediona, dehidroepiandrosterona e 17-cetosteroides urinários estão dentro dos valores de referência. A ultrassonografia da pelve mostra uma massa ovariana de 12 cm. Qual das seguintes opções descreve melhor essa massa?",,C,Tumor de granulosa,Carcinóide ovariano,Tumor de Sertoli-Leydig,Teratoma
MMLU/professional_medicine,"Uma mulher de 77 anos se apresenta ao consultório para avaliação de um evento sincopal que ocorreu enquanto ela estava caminhando. O exame cardíaco revela um sopro sistólico de grau 3/6, ouvido melhor na borda esternal superior direita. Há irradiação do sopro para o pescoço. A anormalidade valvar que mais provavelmente causou esse episódio é",,B,insuficiência aórtica,estenose aórtica,regurgitação mitral,estenose mitral
MMLU/professional_medicine,"Três semanas atrás, um homem de 45 anos foi internado no hospital devido a congelamento dos dois pés. Ele foi tratado com aquecimento rápido e cuidados protetores nos pés. Todos os dedos do pé direito ficaram pretos. Ele ficou ligeiramente febril e progressivamente mais confuso nos últimos dias. O exame revela celulite no meio do pé. Qual dos seguintes é o tratamento mais apropriado?",,A,Amputação,Aplicação de colagenase tópica,Desbridamento da pele necrótica sobre os dedos,Oxigênio hiperbárico
MMLU/professional_medicine,"Um homem de 35 anos vai ao consultório por causa de uma dor na região lombar média baixa que irradia para a perna direita há 1 semana. A dor começou depois que o paciente levantou uma caixa pesada para o caminhão. Ele classifica sua dor atual como 8 em uma escala de 10 pontos. Ele não conseguiu encontrar uma posição confortável e tem dormido em uma poltrona. O histórico médico é normal e ele não toma medicamentos. Ele fuma um maço de cigarros por dia nos últimos 25 anos e bebe uma caixa de cerveja nas noites de sexta e sábado. O IMC é de 27 kg/m2. Ele parece desconfortável e fica em pé durante o exame físico. Os sinais vitais estão normais. O teste de elevação da perna esticada é positivo à direita, com perda do reflexo do tornozelo direito. O restante do exame físico não revela anormalidades. Qual das seguintes é a explicação mais provável para os sintomas deste paciente?",,A,Deslocamento do núcleo pulposo,Hipertrofia das articulações facetárias,Formação de osteófitos,Espondilolistese
MMLU/professional_medicine,"Um homem de 35 anos procura o médico devido à dor e inchaço de seu braço direito, onde ele se machucou em um galho de árvore há 2 dias. Sua temperatura é de 38,3°C (101°F). O exame do antebraço direito mostra edema ao redor de uma lesão eritematosa flutuante no local do trauma. A área é extremamente sensível à palpação. Qual dos seguintes é o mecanismo primário mais provável para o desenvolvimento de edema neste paciente?",,D,Disrupção das membranas basais vasculares,Aumento da pressão hidrostática,Liberação de tromboxano,Separação das junções endoteliais
MMLU/professional_medicine,"Uma mulher de 22 anos vai ao médico em outubro para um exame de acompanhamento. Ela se sente bem. Ela tem um histórico de 2 anos de diabetes mellitus tipo 1 controlada com insulina. Ela fez um exame de Papanicolau normal há 3 meses e viu seu oftalmologista há 6 meses. Sua avó de 67 anos tem câncer de mama. Ela tem 168 cm de altura e pesa 57 kg; o IMC é de 20 kg/m2. Seu hemoglobina A1c é de 6,2% e a concentração de glicose no sangue é de 118 mg/dL. Qual das seguintes recomendações de manutenção da saúde é mais apropriada neste momento?",,D,Modificação da dieta para perda de peso,Teste de papilomavírus humano,Mamografia,Vacina contra o vírus da influenza
MMLU/professional_medicine,"Um homem de 42 anos vai ao médico para uma consulta de acompanhamento. Quatro meses atrás, ele passou por uma cirurgia para reparar uma contratura de Dupuytren. O exame físico mostra diminuição da amplitude de movimento na mão afetada. O paciente está chateado porque sua mão não se curou completamente e ele entra com um processo por negligência médica contra o médico. Qual dos seguintes é o fator mais provável que precipitou a decisão do paciente de entrar com um processo por negligência médica?",,B,A percepção do paciente de que o médico é incompetente,A percepção do paciente de que o médico é insensível,O status socioeconômico do paciente,A quantidade de experiência do médico no campo médico
MMLU/professional_medicine,"Durante um estudo dos glomérulos renais, um rim de animal saudável é mantido em uma preparação de banho vascular a uma pressão arterial aferente constante de 100 mm Hg. Se a arteríola eferente for constrita com uma pinça vascular, qual das seguintes forças de Starling é mais provável que mude nos glomérulos?",,D,Coeficiente de filtração diminuído (Kf),Pressão hidrostática diminuída,Pressão oncótica diminuída,Pressão hidrostática aumentada
MMLU/professional_medicine,"Uma mulher de 30 anos, gravida 2, para 0, aborta 1, com 28 semanas de gestação, vai ao consultório para uma visita pré-natal. Ela teve uma gravidez anterior resultando em um aborto espontâneo com 12 semanas de gestação. Hoje, seus sinais vitais estão dentro dos limites normais. O exame físico mostra um útero consistente em tamanho com uma gestação de 28 semanas. A ultrassonografia fetal mostra um feto masculino sem anormalidades. Seu grupo sanguíneo é O, Rh-negativo. O grupo sanguíneo do pai é B, Rh-positivo. O médico recomenda a administração de imunoglobulina RhoD para a paciente. Esse tratamento é mais provável de prevenir qual das seguintes condições nesta mãe?",,C,Desenvolvimento de células natural killer,Desenvolvimento de policitemia,Formação de anticorpos contra RhD,Formação de anticorpos contra RhD
MMLU/professional_medicine,"Um homem de 46 anos com síndrome de Marfan, insuficiência aórtica e regurgitação mitral vai ao departamento de emergência porque teve dor torácica grave no último 3 horas. Ele descreve a dor como rasgante e irradiando para o pescoço. Uma semana antes, ele teve uma dor no peito semelhante, mas menos grave, e se tratou com aspirina. Qual das seguintes é a causa mais provável subjacente para seus sintomas piorando?",,C,Endocardite bacteriana aguda,Infarto agudo do miocárdio,Dissecção da aorta,Refluxo esofágico com espasmo
MMLU/professional_medicine,"Um homem de 47 anos é admitido no hospital através do departamento de emergência devido ao início súbito de palpitações, dor no peito do lado esquerdo, tontura e falta de ar que começaram enquanto ele estava assistindo televisão há 2 horas. O histórico médico é notável por fibrilação atrial paroxística. O paciente tem 180 cm de altura e pesa 82 kg; o IMC é de 25 kg/m2. O ECG obtido no departamento de emergência mostrou fibrilação atrial com complexo QRS estreito. O pulso era de 146/min. O exame físico foi notável por frequência cardíaca rápida. O paciente recebeu oxigênio via cânula nasal e metoprolol intravenoso 5 mg a cada 5 minutos, totalizando 15 mg. Seu pulso diminuiu para 90/min. Duas horas após a admissão, ele está sem dor, mas seu pulso agora é de 160/min. A pressão arterial é de 122/78 mm Hg. Para diminuir o pulso do paciente, qual dos seguintes deve ser administrado por via intravenosa?",,D,Digoxina,Enalapril,Lidocaína,Metoprolol
MMLU/professional_medicine,"Uma mulher de 73 anos procura o médico devido a um histórico de 2 meses de fraqueza difusa e formigamento nos braços e pernas. O exame neurológico mostra fraqueza dos músculos extensores e flexores dos membros inferiores. Os reflexos tendinosos profundos do joelho e tornozelo estão exagerados. A sensação de vibração e posição está diminuída em todos os membros, mas a diminuição é mais proeminente nos membros inferiores do que nos membros superiores. Essa paciente provavelmente tem deficiência de qual das seguintes vitaminas?",,D,Vitamina B1 (tiamina),Vitamina B2 (riboflavina),Vitamina B6 (piridoxina),Vitamina B12 (cianocobalamina)
MMLU/professional_medicine,"Durante mais de 1 ano, um estudo é conduzido para avaliar a atividade antileucêmica de um novo inibidor de tirosina quinase em pacientes com leucemia mieloide crônica em crise blástica. Todos os pacientes inscritos no estudo são informados de que serão tratados com o inibidor de tirosina quinase. Eles são designados para grupos de doses sucessivas de 300 a 1000 mg/dia do medicamento. Seis a oito pacientes são designados para cada dose. A eficácia do tratamento é determinada com base nos resultados de contagens sanguíneas completas e avaliações da medula óssea realizadas regularmente ao longo do estudo. Este estudo é melhor descrito como qual dos seguintes?",,C,Estudo caso-controle,Estudo crossover,Ensaio clínico aberto,Ensaio clínico randomizado
MMLU/professional_medicine,"Um homem de 25 anos vai ao departamento de emergência porque desenvolveu dor no peito e falta de ar há 1 hora, logo após cheirar cocaína pela primeira vez. Ele classifica a dor no peito como 7 em uma escala de 10 pontos e observa que a dor está irradiando para o braço esquerdo. O histórico médico é normal e o paciente não toma medicamentos ou qualquer outra droga ilícita. Ele tem 178 cm de altura e pesa 70 kg; o IMC é de 22 kg/m2. O paciente está sudorético. Os sinais vitais são temperatura de 37,5°C, pulso de 110/min, respirações de 16/min e pressão arterial de 200/100 mm Hg. A oximetria de pulso com ar ambiente mostra uma saturação de oxigênio de 95%. As pupilas são iguais, redondas e reativas à luz e acomodação. Os pulmões estão claros à ausculta e percussão. A ausculta do coração revela um S1 e S2 audíveis. Não há edema, cianose ou baqueteamento dos dedos. O paciente está totalmente orientado. Ele é tratado com oxigênio suplementar, um comprimido de aspirina de 325 mg e nitroglicerina intravenosa e lorazepam. Apesar da terapia, ele continua com dor no peito e falta de ar. O ECG mostra taquicardia sinusal sem anormalidades do segmento ST ou da onda T. Qual dos seguintes é o tratamento farmacológico adicional mais apropriado para iniciar neste momento?",,D,Carvedilol,Furosemida,Metoprolol,Fentolamina
MMLU/professional_medicine,"Um estudo multicêntrico de fase 2 foi conduzido para determinar a eficácia de uma nova vacina para prevenção da infecção por HIV. O estudo incluiu 4000 indivíduos, com idades entre 20 e 65 anos. Destes indivíduos, 2100 eram homens e 1900 eram mulheres; 2500 eram brancos, 1000 eram afro-americanos, 300 eram hispânicos e 200 eram asiáticos/ilha do Pacífico. Os resultados do estudo não mostraram benefício geral da vacina. No entanto, análises post hoc revelaram uma pequena, mas estatisticamente significativa, proteção da vacina entre os indivíduos afro-americanos. Qual das seguintes razões é a mais precisa para questionar a validade da análise de eficácia da vacina contra o HIV entre os indivíduos afro-americanos do estudo?",,D,A infecção por HIV é mais prevalente entre as populações afro-americanas,O estudo não foi cegado,Houve um erro do Tipo II,A resposta à vacina entre os indivíduos afro-americanos não foi a medida de resultado primária
MMLU/professional_medicine,"Um médico de 33 anos relata para um turno no departamento de emergência. Um enfermeiro alerta que ele percebeu um leve odor de álcool perto do médico. Quando abordado, o médico parece cansado e mais desalinhado do que o habitual. Há um odor de álcool em seu hálito. Ele é um médico habilidoso e talentoso, sem histórico conhecido de uso de substâncias ou transtorno de uso de álcool. Ele é casado e tem três filhos, e sua esposa está grávida de gêmeos. O médico foi contratado recentemente e não teve nenhuma ação em sua licença por qualquer conselho médico estadual. Qual das seguintes é a próxima etapa mais apropriada?",,C,"Pergunte ao médico se ele está sóbrio e, se ele disser sim, permita que ele complete seu turno",Explique ao médico que você suspeita que ele está intoxicado e peça a ele para fazer uma amostra de sangue para verificar sua concentração de álcool no sangue,Dispense o médico de suas funções e alerte o oficial de segurança do paciente do hospital,"Diga ao médico que você pode cobrir o restante do turno sozinho, para que ele possa dormir em seu escritório"
MMLU/professional_medicine,"Um homem de 22 anos vai ao médico para um exame de rotina. Ele se sente bem. Ele tem uma massa escrotal esquerda indolor desde a infância. O exame mostra uma massa escrotal esquerda de 6 cm, macia, não dolorosa que transilumina; não há sons intestinais na massa. O exame do testículo não mostra anormalidades. Qual das seguintes é a causa mais provável da massa?",,D,Acúmulo de tecido adiposo escrotal,Criptorquidia do testículo esquerdo,Dilatação do plexo pampiniforme de veias ao redor do testículo,Persistência de um processo vaginal patente
MMLU/professional_medicine,"Um menino de 3 anos com doença granulomatosa crônica é levado ao médico devido a uma história de 3 semanas de febre e caroços vermelhos e quentes embaixo dos dois braços. Sua temperatura é de 38°C (100,4°F). O exame físico mostra linfonodos axilares aumentados, eritematosos e de 3 cm bilateralmente. Na palpação, os linfonodos são dolorosos, flutuantes e móveis. O exame de uma aspiração por agulha fina de um dos linfonodos mostra cocos gram-positivos em aglomerados. Culturas da aspiração crescem colônias β-hemolíticas amarelas que são catalase e coagulase positivas. Um teste de reação em cadeia da polimerase mostra organismos positivos para mecA. Qual dos seguintes é o tratamento farmacológico mais apropriado para este paciente?",,D,Ciprofloxacina,Penicilina G,Rifampina,Vancomicina
MMLU/professional_medicine,"Um homem de 35 anos com espinha bífida é admitido no hospital para um procedimento urológico. Ele tem sido funcionalmente independente nas atividades diárias e trabalha como controlador de estoque em uma loja de artigos esportivos local. Ele tem mantido a continência através de cateterização periódica. O paciente é paraplégico, tem cálculos renais recorrentes de oxalato de cálcio e incontinência recente secundária à disfunção do detrusor e do colo vesical. Os sinais vitais estão normais. O exame físico mostra um homem bem desenvolvido, bem nutrido e sem desconforto agudo. Além da paraplegia, atrofia muscular dos membros inferiores e cicatrizes cirúrgicas abdominais inferiores, o exame físico não revela anormalidades. Ele teve um episódio de anafilaxia secundária a alergia ao látex durante uma operação anterior para expansão funcional de sua bexiga através de uma anastomose intestinal. Qual dos seguintes é o mais importante a considerar no cuidado deste paciente?",,D,Administração de medicamentos injetáveis com seringas descartáveis,Preparação de alimentos por empreiteiros externos,Tipo de agentes de limpeza usados para esterilizar roupas de cama,Uso de cateteres uretrais de borracha
MMLU/professional_medicine,"Um bebê hispânico do sexo masculino, com 6 meses de idade, é levado ao consultório pelos pais devido a inchaço intermitente de seu escroto direito, que é mais pronunciado quando ele chora. O inchaço nunca foi vermelho ou ""preso"". Os sinais vitais estão normais. Uma hérnia inguinal direita é confirmada no exame físico. Ao discutir a reparação da hérnia com os pais, é mais apropriado informá-los sobre o seguinte?",,C,"A herniorrafia pode ser adiada até os 2 anos de idade, pois muitas hérnias fecham espontaneamente","A herniorrafia pode ser adiada até os 12 anos de idade, pois a oligospermia não se desenvolve antes dos 12 anos",A herniorrafia deve ser agendada o mais cedo possível,A herniorrafia deve ser agendada como uma operação de emergência
MMLU/professional_medicine,"Uma mulher de 67 anos procura o médico por causa de tontura há 6 semanas. Quando ela se levanta repentinamente, ela fica tonta e precisa se equilibrar por aproximadamente 1 a 2 minutos antes de conseguir andar. Ela tem hipertensão e diabetes mellitus tipo 2. Os medicamentos atuais incluem gliburida, um diurético, um bloqueador β-adrenérgico e um inibidor da enzima conversora de angiotensina (ECA). Seu pulso é de 55/min. Sua pressão arterial é de 110/70 mm Hg no braço direito e 70/50 mm Hg no braço esquerdo enquanto está deitada; sua pressão arterial é de 70/50 mm Hg no braço direito e 50/30 mm Hg no braço esquerdo imediatamente após ficar em pé. O exame neurológico não mostra achados focais. Um ECG mostra bradicardia sinusal sem evidência de isquemia. A ultrassonografia duplex carotídea mostra fluxo reverso na artéria vertebral esquerda sem evidência de oclusão. Qual dos seguintes é o próximo passo mais apropriado no tratamento?",,B,Cintilografia de estresse cardíaco,Ajustar seu regime de medicamentos,Terapia com warfarina,Ecocardiografia transesofágica
MMLU/professional_medicine,Uma garota de 17 anos é levada ao médico por sua mãe porque ela não teve um período menstrual há 6 meses. A paciente não está preocupada com a falta de menstruação. A menarca ocorreu aos 12 anos e a menstruação ocorria regularmente a cada 28 dias até se tornar irregular há 1 ano. Ela é membro da equipe de ginástica de sua escola. Ela parece emaciada. Ela tem 163 cm de altura e pesa 40 kg; o IMC é de 15 kg/m2. Sua pulsação é de 54/min e a pressão arterial é de 80/50 mm Hg. Qual das seguintes é a causa mais provável da amenorreia dessa paciente?,,B,Hipertireoidismo,Hipogonadismo hipogonadotrópico,Hipotireoidismo,Síndrome dos ovários policísticos
MMLU/professional_medicine,"Um menino de 2 anos é levado ao médico para um exame de saúde infantil. Ele nasceu a termo após uma gravidez sem complicações. Seu peso ao nascer foi de 3500 g (7 lb 11 oz) e os escores de Apgar foram 8 e 10 aos 1 e 5 minutos, respectivamente. Aos 15 meses de idade, o exame físico não mostrou anormalidades, mas ele ainda não estava falando. Ambos os pais tiveram dificuldades de aprendizado na escola e sua mãe parou de frequentar após a 10ª série. Ele tem um tio materno com deficiências cognitivas. Ele está no percentil 25 para altura, percentil 15 para peso e percentil 90 para circunferência da cabeça. Ele parece irritado, resiste a fazer contato visual e está batendo as mãos. Qual das seguintes é a causa mais provável da condição desse paciente?",,D,Mutação de mudança de quadro,Mutação de sentido errado,Mutação de nonsense,Expansão de repetição trinucleotídica
